exhibition_id,exhibition_title,institution,city,country,category,importance,title,start_date,end_date,artists,curators,status,image_url,source_url,exhibitions_url,website,crawler,scraped_at,updated_at,fetch_status,error_detail,pulse_label,score,reason,human_review_status
swiss-institute-programs-unknown,Programs,Swiss Institute,New York,United States,non_profit,national,Programs,,,[],[],current,,https://swissinstitute.net/exhibitions,https://swissinstitute.net/exhibitions,https://swissinstitute.net,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=16.",pending
swiss-institute-regift-unknown,Regift,Swiss Institute,New York,United States,non_profit,national,Regift,,,[],[],current,https://swiss-institute-bucket-production.ams3.cdn.digitaloceanspaces.com/media/exhibitions/regift-2/Sylvie-Fleury-for-Luma_2026-05-11-185902_npct.jpg,https://swissinstitute.net/exhibitions,https://swissinstitute.net/exhibitions,https://swissinstitute.net,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=16.",pending
swiss-institute-current-exhibitions-unknown,Current Exhibitions,Swiss Institute,New York,United States,non_profit,national,Current Exhibitions,,,[],[],current,,https://swissinstitute.net/exhibitions,https://swissinstitute.net/exhibitions,https://swissinstitute.net,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=17.",pending
white-columns-exhibitions-programming-unknown,Exhibitions & Programming,White Columns,New York,United States,non_profit,national,Exhibitions & Programming,,,[],[],current,,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=627.",pending
white-columns-mary-heilmann-the-all-night-movie-reading-unknown,Mary Heilmann “The All Night Movie” Reading,White Columns,New York,United States,non_profit,national,Mary Heilmann “The All Night Movie” Reading,,,[],[],current,,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=631.",pending
white-columns-otis-houston-jr-performance-and-book-launch-unknown,Otis Houston Jr. Performance and Book Launch,White Columns,New York,United States,non_profit,national,Otis Houston Jr. Performance and Book Launch,,,[],[],current,,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=631.",pending
white-columns-white-columns-online-22-a-good-jawn-curated-by-brittany-adel-2022,White Columns Online #22: A Good Jawn curated by Brittany Adeline King,White Columns,New York,United States,non_profit,national,White Columns Online #22: A Good Jawn curated by Brittany Adeline King,2022-11-19,2023-01-27,[],[],past,,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=637.",pending
white-columns-looking-back-the-13th-white-columns-annual-selected-by-olivi-unknown,Looking Back / The 13th White Columns Annual – Selected by Olivia Shao,White Columns,New York,United States,non_profit,national,Looking Back / The 13th White Columns Annual – Selected by Olivia Shao,,,[],[],current,,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=637.",pending
white-columns-white-columns-online-23-a-shapeshifter-with-a-heavenly-secre-unknown,White Columns Online #23: A Shapeshifter with a Heavenly Secret curated by Tamara Khasanova,White Columns,New York,United States,non_profit,national,White Columns Online #23: A Shapeshifter with a Heavenly Secret curated by Tamara Khasanova,,,[],[],current,,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=638.",pending
white-columns-philip-van-aver-paintings-drawings-and-miniatures-1978-2021-unknown,"Philip Van Aver: Paintings, Drawings and Miniatures, 1978 – 2021",White Columns,New York,United States,non_profit,national,"Philip Van Aver: Paintings, Drawings and Miniatures, 1978 – 2021",,,[],[],current,,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=634.",pending
white-columns-lolly-batty-unknown,Lolly Batty,White Columns,New York,United States,non_profit,national,Lolly Batty,,,[],[],current,,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=626.",pending
white-columns-camille-holvoet-unknown,Camille Holvoet,White Columns,New York,United States,non_profit,national,Camille Holvoet,,,[],[],current,,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=626.",pending
white-columns-white-columns-online-24-dwelling-curated-by-mihaela-chiriac-unknown,White Columns Online #24: Dwelling curated by Mihaela Chiriac,White Columns,New York,United States,non_profit,national,White Columns Online #24: Dwelling curated by Mihaela Chiriac,,,[],[],current,,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=633.",pending
white-columns-carol-bruns-unknown,Carol Bruns,White Columns,New York,United States,non_profit,national,Carol Bruns,,,[],[],current,,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=626.",pending
white-columns-everette-ball-unknown,Everette Ball,White Columns,New York,United States,non_profit,national,Everette Ball,,,[],[],current,,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=626.",pending
white-columns-pol-morton-sara-murphy-unknown,Pol Morton / Sara Murphy,White Columns,New York,United States,non_profit,national,Pol Morton / Sara Murphy,,,[],[],current,,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=629.",pending
white-columns-richard-hell-and-emily-simon-reading-and-book-signing-unknown,Richard Hell and Emily Simon Reading and Book Signing,White Columns,New York,United States,non_profit,national,Richard Hell and Emily Simon Reading and Book Signing,,,[],[],current,,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=633.",pending
white-columns-barbara-ess-archives-unknown,Barbara Ess – Archives,White Columns,New York,United States,non_profit,national,Barbara Ess – Archives,,,"[""Barbara Ess""]",[],current,,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org/exhibitions,https://www.whitecolumns.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=national, source_type=non_profit, approx_words=629.",pending
peggy-guggenheim-english-unknown,English,Peggy Guggenheim Collection,Venice,Italy,museum,global,English,,,[],[],current,,https://www.guggenheim-venice.it/en/art/exhibitions,https://www.guggenheim-venice.it/en/art/exhibitions,https://www.guggenheim-venice.it,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.49,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=38.",pending
peggy-guggenheim-italiano-unknown,Italiano,Peggy Guggenheim Collection,Venice,Italy,museum,global,Italiano,,,[],[],current,,https://www.guggenheim-venice.it/en/art/exhibitions,https://www.guggenheim-venice.it/en/art/exhibitions,https://www.guggenheim-venice.it,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.49,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=38.",pending
peggy-guggenheim-whats-on-unknown,What’s on,Peggy Guggenheim Collection,Venice,Italy,museum,global,What’s on,,,[],[],current,,https://www.guggenheim-venice.it/en/art/exhibitions,https://www.guggenheim-venice.it/en/art/exhibitions,https://www.guggenheim-venice.it,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.49,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=39.",pending
peggy-guggenheim-private-events-unknown,Private Events,Peggy Guggenheim Collection,Venice,Italy,museum,global,Private Events,,,[],[],current,,https://www.guggenheim-venice.it/en/art/exhibitions,https://www.guggenheim-venice.it/en/art/exhibitions,https://www.guggenheim-venice.it,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.49,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=39.",pending
peggy-guggenheim-archive-unknown,Archive,Peggy Guggenheim Collection,Venice,Italy,museum,global,Archive,,,[],[],current,,https://www.guggenheim-venice.it/en/art/exhibitions,https://www.guggenheim-venice.it/en/art/exhibitions,https://www.guggenheim-venice.it,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.49,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=38.",pending
peggy-guggenheim-peggy-guggenheim-in-london-the-making-of-a-collector-unknown,Peggy Guggenheim in London: The Making of a Collector,Peggy Guggenheim Collection,Venice,Italy,museum,global,Peggy Guggenheim in London: The Making of a Collector,,,[],[],current,https://www.guggenheim-venice.it/site/assets/files/34058/kandinsky_dominant-curve-1936_45989_ph.640x0.jpg,https://www.guggenheim-venice.it/en/art/exhibitions,https://www.guggenheim-venice.it/en/art/exhibitions,https://www.guggenheim-venice.it,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.49,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=46.",pending
peggy-guggenheim-fucina-degli-angeli-peggy-guggenheim-and-20th-century-artist-unknown,Fucina degli Angeli: Peggy Guggenheim and 20th-Century Artistic Glass,Peggy Guggenheim Collection,Venice,Italy,museum,global,Fucina degli Angeli: Peggy Guggenheim and 20th-Century Artistic Glass,,,[],[],current,https://www.guggenheim-venice.it/site/assets/files/38551/header-mostra-00.640x0.jpg,https://www.guggenheim-venice.it/en/art/exhibitions,https://www.guggenheim-venice.it/en/art/exhibitions,https://www.guggenheim-venice.it,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.49,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=46.",pending
peggy-guggenheim-what-s-on-unknown,What's on,Peggy Guggenheim Collection,Venice,Italy,museum,global,What's on,,,[],[],current,,https://www.guggenheim-venice.it/en/art/exhibitions,https://www.guggenheim-venice.it/en/art/exhibitions,https://www.guggenheim-venice.it,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.49,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=39.",pending
peggy-guggenheim-private-visits-and-events-unknown,Private Visits and Events,Peggy Guggenheim Collection,Venice,Italy,museum,global,Private Visits and Events,,,[],[],current,,https://www.guggenheim-venice.it/en/art/exhibitions,https://www.guggenheim-venice.it/en/art/exhibitions,https://www.guggenheim-venice.it,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.49,"Heuristic pulse: trust_level=global, source_type=museum, approx_words=41.",pending
la-biennale-venezia-continue-unknown,Continue,La Biennale di Venezia,Venice,Italy,biennale,global,Continue,,,[],[],current,,https://www.labiennale.org/en/art,https://www.labiennale.org/en/art,https://www.labiennale.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=biennale, approx_words=26.",pending
la-biennale-venezia-guided-tours-unknown,Guided Tours,La Biennale di Venezia,Venice,Italy,biennale,global,Guided Tours,,,[],[],current,,https://www.labiennale.org/en/art,https://www.labiennale.org/en/art,https://www.labiennale.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=biennale, approx_words=27.",pending
la-biennale-venezia-collateral-events-unknown,Collateral Events,La Biennale di Venezia,Venice,Italy,biennale,global,Collateral Events,,,[],[],current,,https://www.labiennale.org/en/art,https://www.labiennale.org/en/art,https://www.labiennale.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=biennale, approx_words=27.",pending
la-biennale-venezia-biennale-educational-unknown,Biennale Educational,La Biennale di Venezia,Venice,Italy,biennale,global,Biennale Educational,,,[],[],current,,https://www.labiennale.org/en/art,https://www.labiennale.org/en/art,https://www.labiennale.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=biennale, approx_words=27.",pending
la-biennale-venezia-collateral-events-procedure-unknown,Collateral Events (procedure),La Biennale di Venezia,Venice,Italy,biennale,global,Collateral Events (procedure),,,[],[],current,,https://www.labiennale.org/en/art,https://www.labiennale.org/en/art,https://www.labiennale.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=biennale, approx_words=28.",pending
la-biennale-venezia-screening-schedule-public-unknown,Screening schedule (Public),La Biennale di Venezia,Venice,Italy,biennale,global,Screening schedule (Public),,,[],[],current,,https://www.labiennale.org/en/art,https://www.labiennale.org/en/art,https://www.labiennale.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=biennale, approx_words=28.",pending
la-biennale-venezia-screening-schedule-pass-holders-unknown,Screening schedule (Pass holders),La Biennale di Venezia,Venice,Italy,biennale,global,Screening schedule (Pass holders),,,[],[],current,,https://www.labiennale.org/en/art,https://www.labiennale.org/en/art,https://www.labiennale.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=biennale, approx_words=29.",pending
la-biennale-venezia-exhibitions-and-activities-unknown,Exhibitions and activities,La Biennale di Venezia,Venice,Italy,biennale,global,Exhibitions and activities,,,[],[],current,,https://www.labiennale.org/en/art,https://www.labiennale.org/en/art,https://www.labiennale.org,html,2026-08-23T15:53:36.898514+00:00,2026-08-23T15:53:36.898514+00:00,ok,,Institutional,0.45,"Heuristic pulse: trust_level=global, source_type=biennale, approx_words=28.",pending
